ensembl_gene_id	hgnc_symbol	chrom_hsa	entrezgene_id	ensembl_gene_id_mmu	mgi_symbol	chrom_mmu	entrezgene_id_mmu	mgi_id
ENSG00000004766	VPS50	Chr7	55610	ENSMUSG00000001376	Vps50	Chr6	73288	MGI:1920538
ENSG00000167131	CCDC103	Chr17	388389	ENSMUSG00000020930	Ccdc103	Chr11	73293	MGI:1920543
ENSG00000164292	RHOBTB3	Chr5	22836	ENSMUSG00000021589	Rhobtb3	Chr13	73296	MGI:1920546
ENSG00000165775	FUNDC2	ChrX	65991	ENSMUSG00000074619	Fundc2b	Chr3	73297	MGI:1920547
ENSG00000137473	TTC29	Chr4	83894	ENSMUSG00000037101	Ttc29	Chr8	73301	MGI:1920551
ENSG00000177627	C12orf54	Chr12	121273	ENSMUSG00000099353	1700031M16Rik	Chr15	73302	MGI:1920552
ENSG00000214954	LRRC69	Chr8	100130742	ENSMUSG00000023151	Lrrc69	Chr4	73314	MGI:1920564
ENSG00000269058	CALR3	Chr19	125972	ENSMUSG00000019732	Calr3	Chr8	73316	MGI:1920566
ENSG00000078967	UBE2D4	Chr7	51619	ENSMUSG00000063447	Ube2d2b	Chr5	73318	MGI:1920568
ENSG00000162994	CLHC1	Chr2	130162	ENSMUSG00000020461	Clhc1	Chr11	73324	MGI:1920574
ENSG00000135617	PRADC1	Chr2	84279	ENSMUSG00000030008	Pradc1	Chr6	73327	MGI:1920577
ENSG00000186409	CCDC30	Chr1	728621	ENSMUSG00000028637	Ccdc30	Chr4	73332	MGI:1920582
ENSG00000151475	SLC25A31	Chr4	83447	ENSMUSG00000069041	Slc25a31	Chr3	73333	MGI:1920583
ENSG00000198885	ITPRIPL1	Chr2	150771	ENSMUSG00000074825	Itpripl1	Chr2	73338	MGI:1920588
ENSG00000221890	NPTXR	Chr22	23467	ENSMUSG00000022421	Nptxr	Chr15	73340	MGI:1920590
ENSG00000129675	ARHGEF6	ChrX	9459	ENSMUSG00000031133	Arhgef6	ChrX	73341	MGI:1920591
ENSG00000214700	C12orf71	Chr12	728858	ENSMUSG00000040163	1700034J05Rik	Chr6	73344	MGI:1920594
ENSG00000234469	CLDN34	ChrX	100288814	ENSMUSG00000057402	Cldn34b2	ChrX	73347	MGI:1920597
ENSG00000169717	ACTRT2	Chr1	140625	ENSMUSG00000051276	Actrt2	Chr4	73353	MGI:1920603
ENSG00000123165	ACTRT1	ChrX	139741	ENSMUSG00000046615	Actrt1	ChrX	73360	MGI:1920610
ENSG00000101203	COL20A1	Chr20	57642	ENSMUSG00000016356	Col20a1	Chr2	73368	MGI:1920618
ENSG00000144362	PHOSPHO2	Chr2	493911	ENSMUSG00000027088	Phospho2	Chr2	73373	MGI:1920623
ENSG00000185264	CIMIP4	Chr22	339669	ENSMUSG00000062154	Cimip4	Chr15	73376	MGI:1920626
ENSG00000057019	DCBLD2	Chr3	131566	ENSMUSG00000035107	Dcbld2	Chr16	73379	MGI:1920629
ENSG00000140932	CMTM2	Chr16	146225	ENSMUSG00000074127	Cmtm2a	Chr8	73381	MGI:2447160
ENSG00000151327	FAM177A1	Chr14	283635	ENSMUSG00000095595	Fam177a	Chr12	73385	MGI:1920635
ENSG00000131059	BPIFA3	Chr20	128861	ENSMUSG00000027482	Bpifa3	Chr2	73388	MGI:1920638
ENSG00000105856	HBP1	Chr7	26959	ENSMUSG00000002996	Hbp1	Chr12	73389	MGI:894659
ENSG00000224287	MSL3P1	Chr2	151507	ENSMUSG00000047669	Msl3l2	Chr10	73390	MGI:1920640
ENSG00000159648	SPMIP8	Chr16	374739	ENSMUSG00000090206	Spmip8	Chr8	73407	MGI:1920657
ENSG00000086288	NME8	Chr7	51314	ENSMUSG00000041138	Nme8	Chr13	73412	MGI:1920662
ENSG00000146476	ARMT1	Chr6	79624	ENSMUSG00000061759	Armt1	Chr10	73419	MGI:1920669
ENSG00000154429	CCSAP	Chr1	126731	ENSMUSG00000031971	Ccsap	Chr8	73420	MGI:1920670
ENSG00000119608	PROX2	Chr14	283571	ENSMUSG00000042320	Prox2	Chr12	73422	MGI:1920672
ENSG00000240021	TEX35	Chr1	84066	ENSMUSG00000026592	Tex35	Chr1	73435	MGI:1920685
ENSG00000165868	HSPA12A	Chr10	259217	ENSMUSG00000025092	Hspa12a	Chr19	73442	MGI:1920692
ENSG00000101940	WDR13	ChrX	64743	ENSMUSG00000031166	Wdr13	ChrX	73447	MGI:1914661
ENSG00000283288	SMIM33	Chr5	111064649	ENSMUSG00000073598	Smim33	Chr18	73449	MGI:1920699
ENSG00000188032	C19orf67	Chr19	646457	ENSMUSG00000046408	1700067K01Rik	Chr8	73453	MGI:1920703
ENSG00000182264	IZUMO1	Chr19	284359	ENSMUSG00000064158	Izumo1	Chr7	73456	MGI:1920706
ENSG00000132746	ALDH3B2	Chr11	222	ENSMUSG00000037263	Aldh3b3	Chr19	73458	MGI:1920708
ENSG00000155754	C2CD6	Chr2	151254	ENSMUSG00000072295	C2cd6	Chr1	73463	MGI:1920713
ENSG00000204979	MS4A13	Chr11	503497	ENSMUSG00000057240	Ms4a13	Chr19	73466	MGI:1920716
ENSG00000178074	C2orf69	Chr2	205327	ENSMUSG00000038323	1700066M21Rik	Chr1	73467	MGI:1920717
ENSG00000137075	RNF38	Chr9	152006	ENSMUSG00000035696	Rnf38	Chr4	73469	MGI:1920719
ENSG00000141200	KIF2B	Chr17	84643	ENSMUSG00000046755	Kif2b	Chr11	73470	MGI:1920720
ENSG00000163071	SPATA18	Chr4	132671	ENSMUSG00000029155	Spata18	Chr5	73472	MGI:1920722
ENSG00000163166	IWS1	Chr2	55677	ENSMUSG00000024384	Iws1	Chr18	73473	MGI:1920723
ENSG00000186163	PRSS59P	Chr7	207147	ENSMUSG00000029883	Prss59	Chr6	73481	MGI:1920731
ENSG00000151338	MIPOL1	Chr14	145282	ENSMUSG00000047022	Mipol1	Chr12	73490	MGI:1920740
ENSG00000170948	MBD3L1	Chr19	85509	ENSMUSG00000038691	Mbd3l1	Chr9	73503	MGI:1920753
ENSG00000134020	PEBP4	Chr8	157310	ENSMUSG00000022085	Pebp4	Chr14	73523	MGI:1920773
ENSG00000246082	NUDT16L2P	Chr3	152195	ENSMUSG00000032566	Nudt16l2	Chr9	73532	MGI:1920782
ENSG00000163263	CFAP141	Chr1	388701	ENSMUSG00000118506	Cfap141	Chr3	73545	MGI:1920795
ENSG00000189037	DUSP21	ChrX	63904	ENSMUSG00000025043	Dusp21	ChrX	73547	MGI:1920797
ENSG00000206538	VGLL3	Chr3	389136	ENSMUSG00000091243	Vgll3	Chr16	73569	MGI:1920819
ENSG00000143919	CAMKMT	Chr2	79823	ENSMUSG00000071037	Camkmt	Chr17	73582	MGI:1920832
ENSG00000179058	C9orf50	Chr9	375759	ENSMUSG00000044320	1700001O22Rik	Chr2	73598	MGI:1923631
ENSG00000124251	TP53TG5	Chr20	27296	ENSMUSG00000017720	Trp53tg5	Chr2	73603	MGI:1920853
ENSG00000140832	MARVELD3	Chr16	91862	ENSMUSG00000001672	Marveld3	Chr8	73608	MGI:1920858
ENSG00000101883	RHOXF1	ChrX	158800	ENSMUSG00000050197	Rhox13	ChrX	73614	MGI:1920864
ENSG00000141371	CHCT1	Chr17	124773	ENSMUSG00000018479	Chct1	Chr11	73634	MGI:1920884
ENSG00000267060	PTGES3L	Chr17	100885848	ENSMUSG00000097487	Ptges3l	Chr11	73635	MGI:1916146
ENSG00000135773	CAPN9	Chr1	10753	ENSMUSG00000031981	Capn9	Chr8	73647	MGI:1920897
ENSG00000071967	CYBRD1	Chr2	79901	ENSMUSG00000027015	Cybrd1	Chr2	73649	MGI:2654575
ENSG00000169682	SPNS1	Chr16	83985	ENSMUSG00000030741	Spns1	Chr7	73658	MGI:1920908
ENSG00000175544	CABP4	Chr11	57010	ENSMUSG00000024842	Cabp4	Chr19	73660	MGI:1920910
ENSG00000051596	THOC3	Chr5	84321	ENSMUSG00000025872	Thoc3	Chr13	73666	MGI:1920916
ENSG00000150873	C2orf50	Chr2	130813	ENSMUSG00000071398	2410004P03Rik	Chr12	73667	MGI:1920917
ENSG00000123607	TTC21B	Chr2	79809	ENSMUSG00000034848	Ttc21b	Chr2	73668	MGI:1920918
ENSG00000205883	DEFB135	Chr8	613209	ENSMUSG00000075571	Defb30	Chr14	73670	MGI:1920920
ENSG00000138068	SULT6B1	Chr2	391365	ENSMUSG00000038045	Sult6b1	Chr17	73671	MGI:1920921
ENSG00000183324	REC114	Chr15	283677	ENSMUSG00000074269	Rec114	Chr9	73673	MGI:1920923
ENSG00000115368	WDR75	Chr2	84128	ENSMUSG00000025995	Wdr75	Chr1	73674	MGI:1920924
ENSG00000154611	PSMA8	Chr18	143471	ENSMUSG00000036743	Psma8	Chr18	73677	MGI:1920927
ENSG00000182459	TEX19	Chr17	400629	ENSMUSG00000039329	Tex19.1	Chr11	73679	MGI:1920929
ENSG00000160062	ZBTB8A	Chr1	653121	ENSMUSG00000028807	Zbtb8a	Chr4	73680	MGI:1920930
ENSG00000066651	TRMT11	Chr6	60487	ENSMUSG00000019792	Trmt11	Chr10	73681	MGI:1920931
ENSG00000168010	ATG16L2	Chr11	89849	ENSMUSG00000047767	Atg16l2	Chr7	73683	MGI:1920933
ENSG00000196072	BLOC1S2	Chr10	282991	ENSMUSG00000057506	Bloc1s2	Chr19	73689	MGI:1920939
ENSG00000139278	GLIPR1	Chr12	11010	ENSMUSG00000056888	Glipr1	Chr10	73690	MGI:1920940
ENSG00000197603	CPLANE1	Chr5	65250	ENSMUSG00000039801	Cplane1	Chr15	73692	MGI:1920942
ENSG00000121570	DPPA4	Chr3	55211	ENSMUSG00000058550	Dppa4	Chr16	73693	MGI:2157525
ENSG00000003509	NDUFAF7	Chr2	55471	ENSMUSG00000024082	Ndufaf7	Chr17	73694	MGI:1920944
ENSG00000137713	PPP2R1B	Chr11	5519	ENSMUSG00000032058	Ppp2r1b	Chr9	73699	MGI:1920949
ENSG00000163530	DPPA2	Chr3	151871	ENSMUSG00000072419	Dppa2	Chr16	73703	MGI:2157523
ENSG00000187569	DPPA3	Chr12	359787	ENSMUSG00000046323	Dppa3	Chr6	73708	MGI:1920958
ENSG00000137285	TUBB2B	Chr6	347733	ENSMUSG00000045136	Tubb2b	Chr13	73710	MGI:1920960
ENSG00000141971	MVB12A	Chr19	93343	ENSMUSG00000031813	Mvb12a	Chr8	73711	MGI:1920961
ENSG00000161249	DMKN	Chr19	93099	ENSMUSG00000060962	Dmkn	Chr7	73712	MGI:1920962
ENSG00000203867	RBM20	Chr10	282996	ENSMUSG00000043639	Rbm20	Chr19	73713	MGI:1920963
ENSG00000175315	CST6	Chr11	1474	ENSMUSG00000024846	Cst6	Chr19	73720	MGI:1920970
ENSG00000164972	SPMIP6	Chr9	84688	ENSMUSG00000028441	Spmip6	Chr4	73721	MGI:1920971
ENSG00000142669	SH3BGRL3	Chr1	83442	ENSMUSG00000028843	Sh3bgrl3	Chr4	73723	MGI:1920973
ENSG00000124370	MCEE	Chr2	84693	ENSMUSG00000033429	Mcee	Chr7	73724	MGI:1920974
ENSG00000059915	PSD	Chr10	5662	ENSMUSG00000037126	Psd	Chr19	73728	MGI:1920978
ENSG00000188283	ZNF383	Chr19	163087	ENSMUSG00000099689	Zfp383	Chr7	73729	MGI:1920979
ENSG00000181143	MUC16	Chr19	94025	ENSMUSG00000109564	Muc16	Chr9	73732	MGI:1920982
ENSG00000119616	FCF1	Chr14	51077	ENSMUSG00000021243	Fcf1	Chr12	73736	MGI:1920986
ENSG00000171159	BBLN	Chr9	79095	ENSMUSG00000039195	Bbln	Chr2	73737	MGI:1920987
ENSG00000213397	HAUS7	ChrX	55559	ENSMUSG00000031371	Haus7	ChrX	73738	MGI:1920988
ENSG00000100211	CBY1	Chr22	25776	ENSMUSG00000022428	Cby1	Chr15	73739	MGI:1920989
ENSG00000140400	MAN2C1	Chr15	4123	ENSMUSG00000032295	Man2c1	Chr9	73744	MGI:1920994
ENSG00000171984	SHLD1	Chr20	149840	ENSMUSG00000044991	Shld1	Chr2	73747	MGI:1920997
ENSG00000144644	GADL1	Chr3	339896	ENSMUSG00000056880	Gadl1	Chr9	73748	MGI:1920998
ENSG00000095397	WHRN	Chr9	25861	ENSMUSG00000039137	Whrn	Chr4	73750	MGI:2682003
ENSG00000131931	THAP1	Chr8	55145	ENSMUSG00000037214	Thap1	Chr8	73754	MGI:1921004
ENSG00000187533	PRR27	Chr4	401137	ENSMUSG00000002240	Prr27	Chr5	73779	MGI:1921029
ENSG00000142945	KIF2C	Chr1	11004	ENSMUSG00000028678	Kif2c	Chr4	73804	MGI:1921054
ENSG00000175018	TEX36	Chr10	387718	ENSMUSG00000030976	Tex36	Chr7	73808	MGI:1921058
ENSG00000184788	SATL1	ChrX	340562	ENSMUSG00000025527	Satl1	ChrX	73809	MGI:1921059
ENSG00000105523	FAM83E	Chr19	54854	ENSMUSG00000054161	Fam83e	Chr7	73813	MGI:1921063
ENSG00000161091	MFSD12	Chr19	126321	ENSMUSG00000034854	Mfsd12	Chr10	73822	MGI:3604804
ENSG00000162869	PPP1R21	Chr2	129285	ENSMUSG00000034709	Ppp1r21	Chr17	73825	MGI:1921075
ENSG00000100227	POLDIP3	Chr22	84271	ENSMUSG00000041815	Poldip3	Chr15	73826	MGI:1921076
ENSG00000182796	TMEM198B	Chr12	440104	ENSMUSG00000047090	Tmem198b	Chr10	73827	MGI:1921077
ENSG00000178982	EIF3K	Chr19	27335	ENSMUSG00000053565	Eif3k	Chr7	73830	MGI:1921080
ENSG00000130244	FAM98C	Chr19	147965	ENSMUSG00000030590	Fam98c	Chr7	73833	MGI:1921083
ENSG00000100554	ATP6V1D	Chr14	51382	ENSMUSG00000021114	Atp6v1d	Chr12	73834	MGI:1921084
ENSG00000206013	IFITM5	Chr11	387733	ENSMUSG00000025489	Ifitm5	Chr7	73835	MGI:1934923
ENSG00000157593	SLC35B2	Chr6	347734	ENSMUSG00000037089	Slc35b2	Chr17	73836	MGI:1921086
ENSG00000183831	ANKRD45	Chr1	339416	ENSMUSG00000044835	Ankrd45	Chr1	73844	MGI:1921094
ENSG00000137494	ANKRD42	Chr11	338699	ENSMUSG00000041343	Ankrd42	Chr7	73845	MGI:1921095
ENSG00000125898	FAM110A	Chr20	83541	ENSMUSG00000027459	Fam110a	Chr2	73847	MGI:1921097
ENSG00000151470	C4orf33	Chr4	132321	ENSMUSG00000025766	D3Ertd751e	Chr3	73852	MGI:1289213
ENSG00000164500	SPMIP7	Chr7	100130988	ENSMUSG00000020191	Spmip7	Chr11	73862	MGI:1921112
ENSG00000257987	SPMIP11	Chr12	255411	ENSMUSG00000022993	Spmip11	Chr15	73863	MGI:1921113
ENSG00000156500	PABIR3	ChrX	159091	ENSMUSG00000036013	Pabir3	ChrX	73866	MGI:1921116
ENSG00000170264	FAM161A	Chr2	84140	ENSMUSG00000049811	Fam161a	Chr11	73873	MGI:1921123
ENSG00000204186	ZDBF2	Chr2	57683	ENSMUSG00000027520	Zdbf2	Chr1	73884	MGI:1921134
ENSG00000187806	TMEM202	Chr15	338949	ENSMUSG00000049526	Tmem202	Chr9	73893	MGI:1921143
ENSG00000222028	PSMB11	Chr14	122706	ENSMUSG00000072423	Psmb11	Chr14	73902	MGI:1921152
ENSG00000146376	ARHGAP18	Chr6	93663	ENSMUSG00000039031	Arhgap18	Chr10	73910	MGI:1921160
ENSG00000090376	IRAK3	Chr12	11213	ENSMUSG00000020227	Irak3	Chr10	73914	MGI:1921164
ENSG00000114446	IFT57	Chr3	55081	ENSMUSG00000032965	Ift57	Chr16	73916	MGI:1921166
ENSG00000102897	LYRM1	Chr16	57149	ENSMUSG00000030922	Lyrm1	Chr7	73919	MGI:1921169
ENSG00000234469	CLDN34	ChrX	100288814	ENSMUSG00000043569	Cldn34c4	ChrX	73934	MGI:1921184
ENSG00000151838	CCDC175	Chr14	729665	ENSMUSG00000021086	Ccdc175	Chr12	73936	MGI:1921186
ENSG00000132702	HAPLN2	Chr1	60484	ENSMUSG00000004894	Hapln2	Chr3	73940	MGI:2137300
ENSG00000152380	FAM151B	Chr5	167555	ENSMUSG00000034334	Fam151b	Chr13	73942	MGI:1921192
ENSG00000164164	OTUD4	Chr4	54726	ENSMUSG00000036990	Otud4	Chr8	73945	MGI:1098801
ENSG00000198513	ATL1	Chr14	51062	ENSMUSG00000021066	Atl1	Chr12	73991	MGI:1921241
ENSG00000287542	HERC3	Chr4	8916	ENSMUSG00000029804	Herc3	Chr6	73998	MGI:1921248
ENSG00000146005	PSD2	Chr5	84249	ENSMUSG00000024347	Psd2	Chr18	74002	MGI:1921252
ENSG00000188385	JAKMIP3	Chr10	282973	ENSMUSG00000056856	Jakmip3	Chr7	74004	MGI:1921254
ENSG00000087470	DNM1L	Chr12	10059	ENSMUSG00000022789	Dnm1l	Chr16	74006	MGI:1921256
ENSG00000151136	ABTB3	Chr12	121551	ENSMUSG00000020042	Abtb3	Chr10	74007	MGI:1921257
ENSG00000141337	ARSG	Chr17	22901	ENSMUSG00000020604	Arsg	Chr11	74008	MGI:1921258
ENSG00000153291	SLC25A27	Chr6	9481	ENSMUSG00000023912	Slc25a27	Chr17	74011	MGI:1921261
ENSG00000181467	RAP2B	Chr3	5912	ENSMUSG00000036894	Rap2b	Chr3	74012	MGI:1921262
ENSG00000162944	RFTN2	Chr2	130132	ENSMUSG00000025978	Rftn2	Chr1	74013	MGI:1921263
ENSG00000130475	FCHO1	Chr19	23149	ENSMUSG00000070000	Fcho1	Chr8	74015	MGI:1921265
ENSG00000119403	PHF19	Chr9	26147	ENSMUSG00000026873	Phf19	Chr2	74016	MGI:1921266
ENSG00000003393	ALS2	Chr2	57679	ENSMUSG00000026024	Als2	Chr1	74018	MGI:1921268
ENSG00000204104	TRAF3IP1	Chr2	26146	ENSMUSG00000034292	Traf3ip1	Chr1	74019	MGI:1921269
ENSG00000196353	CPNE4	Chr3	131034	ENSMUSG00000032564	Cpne4	Chr9	74020	MGI:1921270
ENSG00000140632	GLYR1	Chr16	84656	ENSMUSG00000022536	Glyr1	Chr16	74022	MGI:1921272
ENSG00000198570	RD3	Chr1	343035	ENSMUSG00000049353	Rd3	Chr1	74023	MGI:1921273
ENSG00000113971	NPHP3	Chr3	27031	ENSMUSG00000032558	Nphp3	Chr9	74025	MGI:1921275
ENSG00000188895	MSL1	Chr17	339287	ENSMUSG00000052915	Msl1	Chr11	74026	MGI:1921276
ENSG00000132669	RIN2	Chr20	54453	ENSMUSG00000001768	Rin2	Chr2	74030	MGI:1921280
ENSG00000184860	SDR42E1	Chr16	93517	ENSMUSG00000034308	Sdr42e1	Chr8	74032	MGI:1921282
ENSG00000162408	NOL9	Chr1	79707	ENSMUSG00000028948	Nol9	Chr4	74035	MGI:1921285
ENSG00000235568	NFAM1	Chr22	150372	ENSMUSG00000058099	Nfam1	Chr15	74039	MGI:1921289
ENSG00000165490	DDIAS	Chr11	220042	ENSMUSG00000030641	Ddias	Chr7	74041	MGI:1921291
ENSG00000215193	PEX26	Chr22	55670	ENSMUSG00000067825	Pex26	Chr6	74043	MGI:1921293
ENSG00000116830	TTF2	Chr1	8458	ENSMUSG00000033222	Ttf2	Chr3	74044	MGI:1921294
ENSG00000107738	VSIR	Chr10	64115	ENSMUSG00000020101	Vsir	Chr10	74048	MGI:1921298
ENSG00000157214	STEAP2	Chr7	261729	ENSMUSG00000015653	Steap2	Chr5	74051	MGI:1921301
ENSG00000168026	TTC21A	Chr3	199223	ENSMUSG00000032514	Ttc21a	Chr9	74052	MGI:1921302
ENSG00000155974	GRIP1	Chr12	23426	ENSMUSG00000034813	Grip1	Chr10	74053	MGI:1921303
ENSG00000138193	PLCE1	Chr10	51196	ENSMUSG00000024998	Plce1	Chr19	74055	MGI:1921305
ENSG00000154438	ASZ1	Chr7	136991	ENSMUSG00000010796	Asz1	Chr6	74068	MGI:1921318
ENSG00000196136	SERPINA3	Chr14	12	ENSMUSG00000041536	Serpina3a	Chr12	74069	MGI:1921319
ENSG00000152936	LMNTD1	Chr12	160492	ENSMUSG00000054966	Lmntd1	Chr6	74071	MGI:1921321
ENSG00000171772	SYCE1	Chr10	93426	ENSMUSG00000025480	Syce1	Chr7	74075	MGI:1921325
ENSG00000163864	NMNAT3	Chr3	349565	ENSMUSG00000032456	Nmnat3	Chr9	74080	MGI:1921330
ENSG00000135837	CEP350	Chr1	9857	ENSMUSG00000033671	Cep350	Chr1	74081	MGI:1921331
ENSG00000164893	SLC7A13	Chr8	157724	ENSMUSG00000041052	Slc7a13	Chr4	74087	MGI:1921337
ENSG00000137819	PAQR5	Chr15	54852	ENSMUSG00000032278	Paqr5	Chr9	74090	MGI:1921340
ENSG00000135838	NPL	Chr1	80896	ENSMUSG00000042684	Npl	Chr1	74091	MGI:1921341
ENSG00000137221	TJAP1	Chr6	93643	ENSMUSG00000012296	Tjap1	Chr17	74094	MGI:1921344
ENSG00000122986	HVCN1	Chr12	84329	ENSMUSG00000064267	Hvcn1	Chr5	74096	MGI:1921346
ENSG00000172336	POP7	Chr7	10248	ENSMUSG00000029715	Pop7	Chr5	74097	MGI:1921347
ENSG00000162384	CZIB	Chr1	54987	ENSMUSG00000028608	Czib	Chr4	74098	MGI:1921348
ENSG00000172995	ARPP21	Chr3	10777	ENSMUSG00000032503	Arpp21	Chr9	74100	MGI:107562
ENSG00000138459	SLC35A5	Chr3	55032	ENSMUSG00000022664	Slc35a5	Chr16	74102	MGI:1921352
ENSG00000078114	NEBL	Chr10	10529	ENSMUSG00000053702	Nebl	Chr2	74103	MGI:1921353
ENSG00000115657	ABCB6	Chr2	10058	ENSMUSG00000026198	Abcb6	Chr1	74104	MGI:1921354
ENSG00000103365	GGA2	Chr16	23062	ENSMUSG00000030872	Gga2	Chr7	74105	MGI:1921355
ENSG00000143164	DCAF6	Chr1	55827	ENSMUSG00000026571	Dcaf6	Chr1	74106	MGI:1921356
ENSG00000138180	CEP55	Chr10	55165	ENSMUSG00000024989	Cep55	Chr19	74107	MGI:1921357
ENSG00000140694	PARN	Chr16	5073	ENSMUSG00000022685	Parn	Chr16	74108	MGI:1921358
ENSG00000122965	RBM19	Chr12	9904	ENSMUSG00000029594	Rbm19	Chr5	74111	MGI:1921361
ENSG00000156256	USP16	Chr21	10600	ENSMUSG00000025616	Usp16	Chr16	74112	MGI:1921362
ENSG00000005469	CROT	Chr7	54677	ENSMUSG00000003623	Crot	Chr5	74114	MGI:1921364
ENSG00000164530	PI16	Chr6	221476	ENSMUSG00000024011	Pi16	Chr17	74116	MGI:1921366
ENSG00000115091	ACTR3	Chr2	10096	ENSMUSG00000026341	Actr3	Chr1	74117	MGI:1921367
ENSG00000006194	ZNF263	Chr16	10127	ENSMUSG00000022529	Zfp263	Chr16	74120	MGI:1921370
ENSG00000153093	ACOXL	Chr2	55289	ENSMUSG00000027380	Acoxl	Chr2	74121	MGI:1921371
ENSG00000170876	TMEM43	Chr3	79188	ENSMUSG00000030095	Tmem43	Chr6	74122	MGI:1921372
ENSG00000137166	FOXP4	Chr6	116113	ENSMUSG00000023991	Foxp4	Chr17	74123	MGI:1921373
ENSG00000114098	ARMC8	Chr3	25852	ENSMUSG00000032468	Armc8	Chr9	74125	MGI:1921375
ENSG00000162298	SYVN1	Chr11	84447	ENSMUSG00000024807	Syvn1	Chr19	74126	MGI:1921376
ENSG00000167767	KRT80	Chr12	144501	ENSMUSG00000037185	Krt80	Chr15	74127	MGI:1921377
ENSG00000132837	DMGDH	Chr5	29958	ENSMUSG00000042102	Dmgdh	Chr13	74129	MGI:1921379
ENSG00000122122	SASH3	ChrX	54440	ENSMUSG00000031101	Sash3	ChrX	74131	MGI:1921381
ENSG00000127870	RNF6	Chr13	6049	ENSMUSG00000029634	Rnf6	Chr5	74132	MGI:1921382
ENSG00000167447	SMG8	Chr17	55181	ENSMUSG00000020495	Smg8	Chr11	74133	MGI:1921383
ENSG00000167600	CYP2S1	Chr19	29785	ENSMUSG00000040703	Cyp2s1	Chr7	74134	MGI:1921384
ENSG00000129657	SEC14L1	Chr17	6397	ENSMUSG00000020823	Sec14l1	Chr11	74136	MGI:1921386
ENSG00000163545	NUAK2	Chr1	81788	ENSMUSG00000009772	Nuak2	Chr1	74137	MGI:1921387
ENSG00000100926	TM9SF1	Chr14	10548	ENSMUSG00000002320	Tm9sf1	Chr14	74140	MGI:1921390
ENSG00000196365	LONP1	Chr19	9361	ENSMUSG00000041168	Lonp1	Chr17	74142	MGI:1921392
ENSG00000198836	OPA1	Chr3	4976	ENSMUSG00000038084	Opa1	Chr16	74143	MGI:1921393
ENSG00000154133	ROBO4	Chr11	54538	ENSMUSG00000032125	Robo4	Chr9	74144	MGI:1921394
ENSG00000124491	F13A1	Chr6	2162	ENSMUSG00000039109	F13a1	Chr13	74145	MGI:1921395
ENSG00000113790	EHHADH	Chr3	1962	ENSMUSG00000022853	Ehhadh	Chr16	74147	MGI:1277964
ENSG00000132361	CLUH	Chr17	23277	ENSMUSG00000020741	Cluh	Chr11	74148	MGI:1921398
ENSG00000115084	SLC35F5	Chr2	80255	ENSMUSG00000026342	Slc35f5	Chr1	74150	MGI:1921400
ENSG00000182179	UBA7	Chr3	7318	ENSMUSG00000032596	Uba7	Chr9	74153	MGI:1349462
ENSG00000059145	UNKL	Chr16	64718	ENSMUSG00000015127	Unkl	Chr17	74154	MGI:1921404
ENSG00000116285	ERRFI1	Chr1	54206	ENSMUSG00000028967	Errfi1	Chr4	74155	MGI:1921405
ENSG00000172497	ACOT12	Chr5	134526	ENSMUSG00000021620	Acot12	Chr13	74156	MGI:1921406
ENSG00000137200	CMTR1	Chr6	23070	ENSMUSG00000024019	Cmtr1	Chr17	74157	MGI:1921407
ENSG00000100221	JOSD1	Chr22	9929	ENSMUSG00000022426	Josd1	Chr15	74158	MGI:1921408
ENSG00000107897	ACBD5	Chr10	91452	ENSMUSG00000026781	Acbd5	Chr2	74159	MGI:1921409
ENSG00000086102	NFX1	Chr9	4799	ENSMUSG00000028423	Nfx1	Chr4	74164	MGI:1921414
ENSG00000197361	FBXL22	Chr15	283807	ENSMUSG00000050503	Fbxl22	Chr9	74165	MGI:1921415
ENSG00000072954	TMEM38A	Chr19	79041	ENSMUSG00000031791	Tmem38a	Chr8	74166	MGI:1921416
ENSG00000170502	NUDT9	Chr4	53343	ENSMUSG00000029310	Nudt9	Chr5	74167	MGI:1921417
ENSG00000171307	ZDHHC16	Chr10	84287	ENSMUSG00000025157	Zdhhc16	Chr19	74168	MGI:1921418
ENSG00000170627	GTSF1	Chr12	121355	ENSMUSG00000022487	Gtsf1	Chr15	74174	MGI:1921424
ENSG00000169509	CRCT1	Chr1	54544	ENSMUSG00000027913	Crct1	Chr3	74175	MGI:1921425
ENSG00000104055	TGM5	Chr15	9333	ENSMUSG00000053675	Tgm5	Chr2	74176	MGI:1921426
ENSG00000196182	STK40	Chr1	83931	ENSMUSG00000042608	Stk40	Chr4	74178	MGI:1921428
ENSG00000117983	MUC5B	Chr11	727897	ENSMUSG00000066108	Muc5b	Chr7	74180	MGI:1921430
ENSG00000125772	GPCPD1	Chr20	56261	ENSMUSG00000027346	Gpcpd1	Chr2	74182	MGI:104898
ENSG00000187642	PERM1	Chr1	84808	ENSMUSG00000078486	Perm1	Chr4	74183	MGI:1921433
ENSG00000114480	GBE1	Chr3	2632	ENSMUSG00000022707	Gbe1	Chr16	74185	MGI:1921435
ENSG00000151468	CCDC3	Chr10	83643	ENSMUSG00000026676	Ccdc3	Chr2	74186	MGI:1921436
ENSG00000140854	KATNB1	Chr16	10300	ENSMUSG00000031787	Katnb1	Chr8	74187	MGI:1921437
ENSG00000087495	PHACTR3	Chr20	116154	ENSMUSG00000027525	Phactr3	Chr2	74189	MGI:1921439
